no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
1,539823A001,진도군 군내면,2010-01-01,-2.1,4.7,-7.6,73.6,,,,0,492,26,,,,
2,539823A001,진도군 군내면,2010-01-02,3.7,11.2,-3.8,76,,,,0,258,11.7,,,,
3,539823A001,진도군 군내면,2010-01-03,0.3,4,-5.2,72,,,,0,522,25.5,,,,
4,539823A001,진도군 군내면,2010-01-04,2.1,8.1,-5.5,75,,,,0,66,8.4,,,,
5,539823A001,진도군 군내면,2010-01-05,-0.9,1.2,-2.4,74.4,,,,0,222,14,,,,
6,539823A001,진도군 군내면,2010-01-06,-1,0.6,-2.4,75,,,,0,42,7.9,,,,
7,539823A001,진도군 군내면,2010-01-07,-0.5,1.6,-2.4,75.9,,,,0,222,12.7,,,,
8,539823A001,진도군 군내면,2010-01-08,-0.9,3.6,-5.2,75.5,,,,0,210,11,,,,
9,539823A001,진도군 군내면,2010-01-09,-0.6,4.7,-6.5,75.2,,,,0,0,7,,,,
10,539823A001,진도군 군내면,2010-01-10,2.2,5,0,76.9,,,,0,6,6.8,,,,
11,539823A001,진도군 군내면,2010-01-11,1.8,3,0.6,75.6,,,,0,0,6.7,,,,
12,539823A001,진도군 군내면,2010-01-12,-0.7,1.6,-3.1,74.1,,,,0,126,10,,,,
13,539823A001,진도군 군내면,2010-01-13,-3.1,-0.4,-5.2,74.2,,,,0,168,11.6,,,,
14,539823A001,진도군 군내면,2010-01-14,-1.7,1.9,-5.8,73.9,,,,0,42,7.2,,,,
15,539823A001,진도군 군내면,2010-01-15,1.4,7.1,-2.8,74.4,,,,0,378,15.8,,,,
16,539823A001,진도군 군내면,2010-01-16,-0.6,2.6,-4.8,74.2,,,,0,546,28.9,,,,
17,539823A001,진도군 군내면,2010-01-17,-1.2,6.7,-6.9,72.8,,,,0,546,25.5,,,,
18,539823A001,진도군 군내면,2010-01-18,-0.1,9.8,-6.5,71.1,,,,0,486,22.7,,,,
19,539823A001,진도군 군내면,2010-01-19,6.6,14.9,-4.5,74.4,,,,0,462,16.1,,,,
20,539823A001,진도군 군내면,2010-01-20,12.3,15.3,6,78.7,,,,1.5,0,6.8,,,,
21,539823A001,진도군 군내면,2010-01-21,1.9,6.4,-0.4,75.2,,,,0,132,10.9,,,,
22,539823A001,진도군 군내면,2010-01-22,0.4,1.9,-1.1,73.1,,,,0,132,10.3,,,,
23,539823A001,진도군 군내면,2010-01-23,0.8,3.3,-0.7,74.9,,,,0,264,14.4,,,,
24,539823A001,진도군 군내면,2010-01-24,0.1,7.1,-5.8,74.8,,,,0,354,16.8,,,,
25,539823A001,진도군 군내면,2010-01-25,2.8,6.4,-1.1,73.6,,,,0,282,14.1,,,,
26,539823A001,진도군 군내면,2010-01-26,0,5.4,-4.8,72.5,,,,0,528,30.4,,,,
27,539823A001,진도군 군내면,2010-01-27,3.1,11.5,-6.5,76.7,,,,0,60,8.6,,,,
28,539823A001,진도군 군내면,2010-01-28,4.5,7.4,1.2,77.6,,,,0,360,14.1,,,,
29,539823A001,진도군 군내면,2010-01-29,0.7,6.7,-4.1,73.3,,,,0,510,19.3,,,,
30,539823A001,진도군 군내면,2010-01-30,2.3,8.4,-4.5,74.9,,,,0,114,8.2,,,,
31,539823A001,진도군 군내면,2010-01-31,5.1,9.5,0,74.7,,,,0,114,8.3,,,,
32,539823A001,진도군 군내면,2010-02-01,3.4,7.1,1.6,73.6,,,,0,240,14.6,,,,
33,539823A001,진도군 군내면,2010-02-02,0.2,2.3,-2.8,68.7,,,,0,516,22.8,,,,
34,539823A001,진도군 군내면,2010-02-03,-2.1,0.9,-4.1,70.8,,,,0,414,19.3,,,,
35,539823A001,진도군 군내면,2010-02-04,-1.6,4,-6.5,72.4,,,,0,252,11.8,,,,
36,539823A001,진도군 군내면,2010-02-05,-1.3,5,-6.5,72.9,,,,0,432,14.4,,,,
37,539823A001,진도군 군내면,2010-02-06,-0.4,4.7,-6.2,63.6,,,,0,582,32.3,,,,
38,539823A001,진도군 군내면,2010-02-07,2.7,8.1,-6.9,73.1,,,,0,78,7.8,,,,
39,539823A001,진도군 군내면,2010-02-08,8.9,14.6,6.4,75.1,,,,6,42,7.8,,,,
40,539823A001,진도군 군내면,2010-02-09,9.3,13.9,6.7,75.3,,,,0,24,7.3,,,,
41,539823A001,진도군 군내면,2010-02-10,5.1,7.4,3.6,74.6,,,,0,0,6.7,,,,
42,539823A001,진도군 군내면,2010-02-11,5.1,7.1,2.6,74.6,,,,0,0,6.7,,,,
43,539823A001,진도군 군내면,2010-02-12,2.5,3.3,1.9,73.5,,,,0,0,2.8,,,,
47,539823A001,진도군 군내면,2010-02-16,-0.7,1.9,-1.7,70.4,,,,0,84,4.4,,,,
48,539823A001,진도군 군내면,2010-02-17,-0.1,4.7,-2.8,66.8,,,,0,390,15.1,,,,
49,539823A001,진도군 군내면,2010-02-18,0.3,3,-5.2,69.9,,,,0,264,14.1,,,,
50,539823A001,진도군 군내면,2010-02-19,0.5,7.4,-6.2,66.5,,,,0,456,20.9,,,,
51,539823A001,진도군 군내면,2010-02-20,1.2,10.8,-5.5,68.5,,,,0,582,26,,,,
52,539823A001,진도군 군내면,2010-02-21,3.1,12.5,-4.1,70.2,,,,0,558,24.4,,,,
53,539823A001,진도군 군내면,2010-02-22,5.3,13.6,-1.4,74.1,,,,0,546,19,,,,
54,539823A001,진도군 군내면,2010-02-23,7.9,17.7,-1.1,69.6,,,,0,576,25.4,,,,
