no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
274,580813A001,,2010-10-01,14.8,26.2,7.4,65.1,91.2,0.7,,0,,38.3,10,,16.8,
283,580813A001,,2010-10-10,15.3,24.6,13.2,79.8,139.6,0.6,,0,,0,10,,20.6,
284,580813A001,,2010-10-11,17.4,24.6,12,73.3,223.7,0.6,,0,,36.2,10,,18.9,
285,580813A001,,2010-10-12,16.6,24.5,11.5,72.4,83.8,0.8,,0,,39.9,10,,18.8,
286,580813A001,,2010-10-13,15,22.6,9.2,66,94.1,0.6,,0,,38.9,10,,18.6,
287,580813A001,,2010-10-14,13.5,20.4,7.5,69.7,87.6,0.7,,0,,37.5,10,,16.8,
288,580813A001,,2010-10-15,13.6,19.3,7.8,54.1,78.9,1,,0,,39.7,10,,16.4,
289,580813A001,,2010-10-16,14.3,23.3,7.6,57.6,248.2,0.8,,0,,38.4,10,,15.9,
290,580813A001,,2010-10-17,15.2,23.6,9.4,65.3,90.8,0.5,,0,,38,10,,16.4,
291,580813A001,,2010-10-18,13.9,23.2,8.8,69.3,90.4,0.6,,0,,38.1,10,,16.6,
292,580813A001,,2010-10-19,15,25.2,7.6,63.8,81.9,0.5,,0,,39.8,10,,16.2,
293,580813A001,,2010-10-20,14.2,25.2,7.6,70.1,82.1,0.7,,0,,39.5,10,,16.2,
294,580813A001,,2010-10-21,14.8,22,9.7,71.4,92.5,0.6,,0,,39.2,10,,16.6,
295,580813A001,,2010-10-22,16.4,25.2,9.5,59.2,108.5,0.8,,0,,37.4,10,,17,
296,580813A001,,2010-10-23,15.2,22.4,8.2,63.4,117.4,0.5,,1,,38,10,,16,
297,580813A001,,2010-10-24,16.7,21,14.2,79.4,98.5,0.7,,18,,38.4,10,,17.3,
298,580813A001,,2010-10-25,11.4,15.7,6.7,47.3,81.4,2.7,,0,,38.3,0,,15.9,
299,580813A001,,2010-10-26,5.4,9.4,-0.7,32.8,79.5,2.5,,0,,38.7,10,,11.8,
300,580813A001,,2010-10-27,5.3,13.4,-3,55,90.8,0.7,,0,,37.6,10,,10.1,
301,580813A001,,2010-10-28,6.4,14.1,-0.6,54.7,81.3,1.2,,0,,39.9,10,,10.5,
302,580813A001,,2010-10-29,7.4,17.6,-1.1,61,95,0.9,,0,,39,10,,10.3,
303,580813A001,,2010-10-30,10.2,19.7,-1.1,63.6,96.9,0.6,,0,,38.3,10,,11.4,
304,580813A001,,2010-10-31,10.5,19.7,2.9,63.7,122.4,0.8,,0,,39.6,10,,12.3,
305,580813A001,,2010-11-01,9.8,17.6,3.5,65.3,132.6,1.2,,0,,40,10,,11.8,
306,580813A001,,2010-11-02,8,16.7,0.3,49.3,94.5,2,,0,,38.8,10,,11.1,
307,580813A001,,2010-11-03,5.8,14.4,-1.2,60.9,103,0.8,,0,,39.5,10,,9.6,
308,580813A001,,2010-11-04,9.1,17.2,-1.2,63.7,149,0.6,,0,,35.9,10,,10.2,
309,580813A001,,2010-11-05,9.8,18.7,3.3,69.3,112.2,0.5,,0,,39.7,10,,10.5,
310,580813A001,,2010-11-06,10,18,3.3,71.1,96.6,0.7,,0,,38.6,10,,11.1,
311,580813A001,,2010-11-07,11.6,18.1,6.1,62.9,175.8,0.6,,0,,39.1,10,,12,
312,580813A001,,2010-11-08,10.3,14.8,5.5,54,106.2,2.6,,0,,34.9,10,,11.4,
313,580813A001,,2010-11-09,7.6,10.7,5.3,42.5,102.3,3,,0,,39.3,10,,9.2,
314,580813A001,,2010-11-10,6.5,14,0.2,56.9,120.5,0.6,,0,,39.2,10,,9.1,
315,580813A001,,2010-11-11,10.4,19.9,1.4,64,274,1.2,,4.5,,38.9,10,,9.7,
316,580813A001,,2010-11-12,10.3,19.9,1.4,46.3,109.6,1.2,,4.5,,39.9,10,,10.8,
317,580813A001,,2010-11-13,9.5,17.9,1.4,55,216.4,0.6,,0,,39.4,10,,9.5,
318,580813A001,,2010-11-14,8.8,12.5,5.4,46.2,78.9,1.4,,0,,40,10,,10,
319,580813A001,,2010-11-15,3.6,8.4,-2.6,41,92.3,1.5,,0,,39.9,10,,7.9,
320,580813A001,,2010-11-16,2.8,10.5,-3.9,56.8,94.7,0.8,,0,,38.7,10,,6.7,
321,580813A001,,2010-11-17,6.3,13,1.3,61,92.9,0.7,,0,,39.7,10,,7.7,
322,580813A001,,2010-11-18,5,13.7,-1.3,65.5,88.9,0.7,,0,,39.4,10,,7.5,
323,580813A001,,2010-11-19,4,12.4,-1.9,67.8,134.9,0.4,,0,,39.8,10,,6.7,
324,580813A001,,2010-11-20,8,17.9,-1.9,61.9,126.9,0.6,,0,,39.1,10,,7.4,
325,580813A001,,2010-11-21,10.7,18.5,4.2,64.7,272.3,0.7,,0,,39,10,,9,
326,580813A001,,2010-11-22,8.3,12.6,-0.1,56.8,87.7,1.8,,3,,38.8,10,,9.7,
327,580813A001,,2010-11-23,2.3,10.9,-4.4,59.8,89.4,0.7,,0,,39.2,10,,6.2,
328,580813A001,,2010-11-24,9.1,13.6,-0.3,59.3,91.8,0.6,,0,,39.5,10,,8.4,
329,580813A001,,2010-11-25,4.6,9.4,0.9,61.7,92.6,1.4,,0.5,,37.5,10,,7.4,
330,580813A001,,2010-11-26,2.4,7.6,-2.9,49.5,92.8,0.9,,0,,39.3,10,,6.3,
331,580813A001,,2010-11-27,3.9,12.4,-3.4,57.4,68.7,1.5,,2,,34.3,10,,5,
332,580813A001,,2010-11-28,1.9,6.5,-1.9,48.4,93.4,1.2,,0,,38.8,10,,5.4,
333,580813A001,,2010-11-29,6.7,14.3,-0.1,62.3,162,0.9,,4.5,,39.2,10,,5.9,
334,580813A001,,2010-11-30,10.6,15.9,6.6,75.2,271.4,0.8,,11.5,,39.3,10,,8.3,
335,580813A001,,2010-12-01,8.9,18.6,0.5,64.7,200.7,0.3,,0.5,,39.6,10,,9.1,
336,580813A001,,2010-12-02,11.5,17.5,5.9,53.9,217,0.7,,0,,25.8,0,,8.9,
337,580813A001,,2010-12-03,4.2,12.4,-2.4,53.4,94.5,3.1,,0,,38.6,10,,7.6,
338,580813A001,,2010-12-04,2.8,11.2,-4,63.4,237.7,0.5,,0,,39.7,10,,5.4,
339,580813A001,,2010-12-05,8.6,14.5,1.3,63.2,206.4,0.7,,0,,29,10,,6.5,
340,580813A001,,2010-12-06,6.2,10.5,-0.3,61,94,2.1,,0,,36.8,10,,8.1,
341,580813A001,,2010-12-07,-0.4,4.3,-4.2,54.9,75.1,1,,0,,39.6,10,,4.8,
342,580813A001,,2010-12-08,2.7,6.9,-5.4,71.8,128.8,1.5,,5.5,,37.7,10,,4,
343,580813A001,,2010-12-09,0.8,5.1,-4.2,56,88.4,1.4,,0,,38.7,10,,3.8,
344,580813A001,,2010-12-10,5.4,12.9,-4.7,56.8,264,1.5,,0,,39.8,10,,4,
345,580813A001,,2010-12-11,2.2,10,-5.8,50.4,85.5,2.2,,0,,39.2,10,,5.3,
346,580813A001,,2010-12-12,-2.1,10,-8.7,51.7,123.5,0.4,,0,,29.9,10,,2.5,
347,580813A001,,2010-12-13,2.6,6.6,-8.7,78.7,87.8,0.6,,8,,9.7,10,,3.3,
348,580813A001,,2010-12-14,0.7,5,-4.3,66.2,71.8,2.2,,8,,34.9,10,,4,
349,580813A001,,2010-12-15,-5.4,4.2,-8.6,49.9,88.4,1.9,,0,,39.2,0,,2.5,
350,580813A001,,2010-12-16,-4.3,1,-9.1,57.8,103.5,0.8,,0,,39.9,10,,1.8,
351,580813A001,,2010-12-17,1.1,6.4,-2.4,70.3,269,0.9,,1,,40,10,,1.9,
352,580813A001,,2010-12-18,1.8,10.5,-4,65.8,136,0.4,,0,,39.4,10,,2.3,
353,580813A001,,2010-12-19,8.4,15.3,0.8,59.5,269.3,1.3,,0,,38.4,10,,3.9,
354,580813A001,,2010-12-20,3,10.1,-2.1,81.4,96.7,0.5,,0,,29.9,10,,5,
355,580813A001,,2010-12-21,1.8,10.4,-4.4,72.5,92.9,0.5,,0,,40,10,,4,
356,580813A001,,2010-12-22,2.2,10.4,-4.4,69.3,93.9,0.6,,0,,39.5,10,,3.8,
357,580813A001,,2010-12-23,1.2,9.7,-2.8,67,94.1,1.4,,0,,38.2,10,,3.4,
358,580813A001,,2010-12-24,-6.1,-2.7,-8.4,46.1,74,2.4,,0,,38.6,0,,2.1,
359,580813A001,,2010-12-25,-6.6,-2.3,-10.2,59,109.4,1,,0,,40,10,,1.4,
360,580813A001,,2010-12-26,-5,1,-10.4,74.8,250.5,0.8,,2,,39.7,10,,1.2,
361,580813A001,,2010-12-27,0.5,5.7,-5.6,67.3,241.4,1.1,,2.5,,38.9,10,,1.3,
362,580813A001,,2010-12-28,2,5.7,-2.1,65.2,203.6,1.8,,4.5,,39.2,10,,1.7,
363,580813A001,,2010-12-29,-1,2.3,-2.8,72.5,138.4,0.5,,1.5,,39.8,10,,2.1,
364,580813A001,,2010-12-30,-1.5,1.1,-4.1,82.2,259.7,1.3,,0,,7.4,10,,1.9,
365,580813A001,,2010-12-31,-4.2,3.6,-9.4,64.2,197.6,0.3,,1,,37.4,10,,2.1,
1,580813A001,,2011-01-01,-7.9,0.5,-13.7,69,128.1,0.4,,2.5,,39.5,10,,2.1,
2,580813A001,,2011-01-02,-7.2,3.1,-15.7,69.7,166.5,0.4,,3.5,,39,10,,2,
3,580813A001,,2011-01-03,-5.2,0.7,-10,67.4,92.3,0.4,,1.5,,38.2,10,,2,
4,580813A001,,2011-01-04,-3.3,5.8,-11.7,74.2,122.3,0.2,,2.5,,35.5,10,,1.9,
5,580813A001,,2011-01-05,-0.2,3,-2.6,67.8,114.4,1.3,,0.5,,40,10,,2,
6,580813A001,,2011-01-06,-3.3,-1,-5.2,68.7,82.1,0.8,,0.5,,39.9,10,,2,
7,580813A001,,2011-01-07,-6.2,0.6,-13,60.6,131.9,0.5,,0.5,,39.8,10,,1.9,
8,580813A001,,2011-01-08,-3.2,7.3,-11.9,68.3,260.3,0.6,,1.5,,39.7,10,,1.5,
9,580813A001,,2011-01-09,-2.8,0.7,-8.7,61.8,64.6,2,,0,,37.7,10,,1.6,
10,580813A001,,2011-01-10,-8.3,-2.2,-14,62.4,87.7,0.7,,0,,39.3,10,,1.2,
11,580813A001,,2011-01-11,-4.4,1.7,-11.5,66,265.2,0.9,,0,,39.2,10,,1,
12,580813A001,,2011-01-12,-4.4,-0.6,-10.4,54.4,75.2,1.4,,0,,39,10,,1,
