no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
173,566822A001,,2011-06-22,22.1,24.5,16,82.7,172.4,3,,9,,1.2,11,,24.2,
174,566822A001,,2011-06-23,25.4,29.4,23.3,82,191.4,3.9,,4,,0,10,,24.6,
175,566822A001,,2011-06-24,24.5,25.6,23.2,88.6,183.6,2.7,,27,,0,10,,24.2,
176,566822A001,,2011-06-25,23.1,27.5,20,90.5,112.8,1.2,,32,,0,10,,24.2,
177,566822A001,,2011-06-26,22.1,24.6,18.6,83,142.5,3.4,,10.5,,0,10,,23.3,
178,566822A001,,2011-06-27,21.8,26,17.8,80.2,179.7,2.4,,0.5,,0,10,,22.5,
179,566822A001,,2011-06-28,22.8,31.3,16.1,79.8,153.4,1.4,,1,,0,10,,22.6,
180,566822A001,,2011-06-29,25.5,30.8,22.2,79.9,169.3,2.6,,4.5,,0,10,,23.7,
181,566822A001,,2011-06-30,24.1,27.6,22.1,83.4,144.1,2,,0.5,,0,10,,23.9,
182,566822A001,,2011-07-01,24.8,29.8,21.6,85,235.3,1.1,,0,,0,10,,24,
183,566822A001,,2011-07-02,26.9,32,23.5,80.4,166.5,1.1,,1.5,,0,10,,25.2,
184,566822A001,,2011-07-03,24.6,26.9,22,90.1,168.4,2,,38.5,,0,10,,25.1,
185,566822A001,,2011-07-04,23.2,28.3,18.6,79.9,238.3,1.6,,8.5,,0,10,,24.6,
186,566822A001,,2011-07-05,23.1,31.1,17.2,75.5,211.6,0.9,,0,,0,10,,24.5,
187,566822A001,,2011-07-06,21.3,24.3,18.2,88.5,125.1,0.6,,0.5,,0,10,,24.2,
188,566822A001,,2011-07-07,22.7,24.9,20.9,90.7,126.5,1.8,,12,,0,10,,23.3,
189,566822A001,,2011-07-08,25,28.4,23.3,87,153.9,2.2,,1.5,,0,10,,23.6,
190,566822A001,,2011-07-09,22.9,25.1,20.7,94,105.5,1.2,,95.5,,0,10,,24,
191,566822A001,,2011-07-10,22.7,26.2,20.9,92.6,109.3,1.2,,38,,0,10,,23.1,
192,566822A001,,2011-07-11,25.1,29.2,19.5,81.2,133.6,1.8,,6.5,,0,10,,23.7,
193,566822A001,,2011-07-12,22.9,25.7,21.2,92.7,91,0.8,,36.5,,0,10,,23.7,
194,566822A001,,2011-07-13,24.2,26.8,21.6,88.1,117.7,1.5,,2,,0,10,,23.5,
195,566822A001,,2011-07-14,24.6,28,22.9,89.2,116.2,1.6,,5,,0,10,,24,
196,566822A001,,2011-07-15,26.4,31.6,23.1,81,139.1,1.8,,5,,0,10,,24.7,
197,566822A001,,2011-07-16,25.6,31.2,20.9,83.5,129.4,0.9,,2,,0,10,,25.2,
198,566822A001,,2011-07-17,26.3,32.9,20.9,79.5,131.1,0.8,,0,,0,10,,25.7,
199,566822A001,,2011-07-18,27.4,33.6,21.5,73.5,83.5,1.1,,0,,0,10,,26.4,
200,566822A001,,2011-07-19,28.1,34.3,22.1,63.2,78.8,1.7,,0,,0,0,,26.3,
201,566822A001,,2011-07-20,27.4,33.9,21.1,71.7,177.2,0.8,,0,,0,0,,26.6,
202,566822A001,,2011-07-21,25.2,28.6,22.1,87.6,111.1,0.9,,13.5,,0,10,,26.9,
203,566822A001,,2011-07-22,23.4,28.1,20.8,89.2,109.6,1,,14.5,,0,10,,25.7,
204,566822A001,,2011-07-23,24.7,29.8,22.1,85.5,195.8,0.7,,0,,0,10,,26,
205,566822A001,,2011-07-24,23.3,26.5,21.8,91.6,98.3,0.5,,17,,0,10,,25.7,
206,566822A001,,2011-07-25,25.4,30.6,21.4,77.8,117,1.2,,0,,0,10,,25.7,
207,566822A001,,2011-07-26,25.3,30.7,21.1,81.2,113.2,1.9,,0,,0,10,,26,
208,566822A001,,2011-07-27,26.1,30.3,23.7,85.4,132.9,1.8,,16,,0,10,,26,
209,566822A001,,2011-07-28,26.4,32.1,22.6,80.8,137.8,1.6,,2.5,,0,10,,26.3,
210,566822A001,,2011-07-29,25.8,30.9,22.8,85.2,143.5,0.9,,12.5,,0,10,,26.7,
211,566822A001,,2011-07-30,26.1,31.7,23,84.3,134.1,0.9,,0,,0,10,,26.9,
212,566822A001,,2011-07-31,26.2,32,22.7,81.4,109.9,1.2,,0.5,,0,10,,26.9,
213,566822A001,,2011-08-01,25.5,29.9,23.1,85.4,114.8,1.3,,24,,0,10,,26.8,
214,566822A001,,2011-08-02,26.4,33.2,22.4,78.4,132.8,0.9,,0,,0,10,,26.9,
215,566822A001,,2011-08-03,26.5,32.2,22.8,78.5,122.1,1.4,,0,,0,10,,27.2,
216,566822A001,,2011-08-04,26.8,34.2,21.1,77.4,124,0.8,,0,,0,10,,27,
217,566822A001,,2011-08-05,27.9,34.5,21.6,72.1,95.1,1,,0,,0,10,,27.1,
218,566822A001,,2011-08-06,26.6,32.8,22.6,80,108.3,1,,1,,0,10,,27.3,
219,566822A001,,2011-08-07,26.2,28.9,23,75.9,89.3,3.7,,84.5,,0,10,,26.7,
220,566822A001,,2011-08-08,25.3,28.8,21.8,79.9,127.7,3.3,,2.5,,0,10,,25.4,
221,566822A001,,2011-08-09,22.6,24.2,21.3,95.7,101.2,1,,262,,0,10,,24.8,
222,566822A001,,2011-08-10,25.1,28.7,22.5,89.9,142.6,0.9,,24.5,,0,10,,24.2,
223,566822A001,,2011-08-11,25.2,31.5,23.1,89.2,177,0.5,,50.5,,0,10,,25.1,
224,566822A001,,2011-08-12,24.9,31.3,23.3,89.9,93.6,0.8,,8,,0,10,,25.3,
225,566822A001,,2011-08-13,25,28.6,22.8,83.1,116,2,,0,,0,10,,25.2,
226,566822A001,,2011-08-14,25.3,31.6,22.5,84.6,109.5,1.2,,0.5,,0,10,,25.3,
227,566822A001,,2011-08-15,25.2,31.2,21.1,85.5,109.6,0.9,,0,,0,10,,25.3,
