no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
301,051394A001,,2015-10-28,11.1,18.6,4.6,62.1,,,,0,589,16.2,,,,
302,051394A001,,2015-10-29,10.9,18.3,4.9,73.8,,,,0,500,12.4,,,,
303,051394A001,,2015-10-30,10,16,4.5,61.1,,,,0,578,15.9,,,,
304,051394A001,,2015-10-31,7.6,15.1,-0.1,53.7,,,,0,619,16.5,,,,
305,051394A001,,2015-11-01,6.4,11.5,0.1,73.8,,,,1.5,0,5,,,,
306,051394A001,,2015-11-02,9.8,17.5,4.1,73.2,,,,0.5,557,14.1,,,,
307,051394A001,,2015-11-03,13.6,21,3.8,61.2,,,,0,601,15.2,,,,
308,051394A001,,2015-11-04,14.3,21,2.2,68.3,,,,0,466,13.7,,,,
309,051394A001,,2015-11-05,12.7,22.7,5.7,75.8,,,,0,542,13.6,,,,
310,051394A001,,2015-11-06,13.5,21.6,6.5,78.1,,,,2,352,9.9,,,,
311,051394A001,,2015-11-07,13.9,15,12.7,93.2,,,,31,0,1.5,,,,
312,051394A001,,2015-11-08,14.7,15.6,13.4,95.4,,,,9,0,1.1,,,,
313,051394A001,,2015-11-09,14.3,18,9.5,84.8,,,,2,67,4.9,,,,
314,051394A001,,2015-11-10,12.3,17.5,7.6,80.2,,,,0,230,8,,,,
315,051394A001,,2015-11-11,14.1,19.8,6.9,77,,,,0,250,8.6,,,,
316,051394A001,,2015-11-12,15.2,21,9.8,71.7,,,,0,483,10.7,,,,
317,051394A001,,2015-11-13,12.7,15.1,11.9,87.2,,,,2,0,0,,,,
318,051394A001,,2015-11-14,15,18.1,12.5,88.9,,,,0,8,4,,,,
319,051394A001,,2015-11-15,17.5,20.3,11.3,67.6,,,,0,321,10.7,,,,
320,051394A001,,2015-11-16,10.9,17.5,8.9,91.1,,,,0,22,3.3,,,,
322,051394A001,,2015-11-18,12.6,15.3,11.4,74.8,,,,4,0,2.6,,,,
