no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
358,486831E011,,2014-12-24,-1.3,5,-10,82,200,0.6,7.7,1,331,0.1,,,,
359,486831E011,,2014-12-25,-8.4,0.6,-14.8,72.5,226.8,0.7,6.1,0,460,0.1,,,,
360,486831E011,,2014-12-26,-8.8,0.9,-16.9,67.7,200.7,0.3,2.4,0,463,0.2,,,,
361,486831E011,,2014-12-27,-8.1,2.6,-15,72.8,184.3,0.4,3.3,0,409,0.1,,,,
362,486831E011,,2014-12-28,-3.7,1.9,-12.4,75,147.8,0.3,2.4,0,39,0,,,,
363,486831E011,,2014-12-29,-1.5,3.4,-6.4,89.3,198.6,0.4,2.3,0,0,0,,,,
364,486831E011,,2014-12-30,-4.7,0.7,-7.8,94.9,187.9,0.7,3.8,0,52,0,,,,
2,486831E011,,2015-01-02,-9.5,-3.2,-14.9,59.4,209,0.6,5.6,0,50,0.2,,,-3.5,
3,486831E011,,2015-01-03,-7.7,0.8,-17.4,67.9,204.3,0.6,4.9,0,396,10.5,,,-4.8,
4,486831E011,,2015-01-04,-0.4,5.9,-6,83.6,144.6,0.5,2.6,1,175,5.3,,,-1.9,
5,486831E011,,2015-01-05,-1,7.2,-8.1,83,109.2,0.5,4.1,5,208,6.6,,,-1.9,
6,486831E011,,2015-01-06,-3.9,1.2,-11,62,236.5,1.6,6.8,7,469,11.6,,,-0.9,
7,486831E011,,2015-01-07,-9.9,-1.6,-15.6,65.4,190.4,0.6,4.4,0,470,11.5,,,-3.5,
8,486831E011,,2015-01-08,-10.2,-1.7,-16.7,69,186.1,0.5,4.4,0,463,11.5,,,-5,
9,486831E011,,2015-01-09,-7.9,2.2,-15.1,70.4,225.3,0.6,6.3,0,464,11.4,,,-4.9,
10,486831E011,,2015-01-10,-5.3,3.6,-14.6,71.2,208.5,1,7.9,0,421,10.9,,,-4.5,
11,486831E011,,2015-01-11,-1.8,2,-9.8,66.4,234.9,1.1,6.3,0,412,9.3,,,-2.4,
12,486831E011,,2015-01-12,-7.8,2.2,-15.2,67.1,186.8,0.5,4.2,0,472,11.7,,,-3.6,
13,486831E011,,2015-01-13,-6.5,3.5,-13.9,68.5,87.7,0.4,3.5,0,201,6.4,,,-4.1,
14,486831E011,,2015-01-14,-1.4,5.9,-6.3,61.2,182.3,0.5,2.5,0,109,5.3,,,-2.8,
15,486831E011,,2015-01-15,-1.3,7.7,-6.7,77.2,192.4,0.8,3.9,0,341,9.4,,,-2,
16,486831E011,,2015-01-16,-2.3,2.7,-7.6,81.5,232.5,1,8.1,0,0,1.7,,,-1.7,
17,486831E011,,2015-01-17,-6.6,-0.6,-12.4,58.3,251.9,1.1,6.5,0,478,11.9,,,-2.5,
18,486831E011,,2015-01-18,-5.5,1.4,-14.3,78.7,220.5,1,7.5,0,68,5.6,,,-3.5,
19,486831E011,,2015-01-19,-2.4,1.7,-13.1,79.7,232.4,1.1,5.1,18,270,7.9,,,-1.6,
20,486831E011,,2015-01-20,-7.5,1.6,-16.8,75.7,62.7,0.4,3.5,0,389,9.9,,,-2,
21,486831E011,,2015-01-21,-0.8,5.8,-9,72.3,73.2,0.8,4.6,0,207,7.2,,,-1.9,
