no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
275,011104F031,,2019-10-02,19.5,24,16,92.5,40.9,0.6,4.5,9.5,,4.1,1020,,,
276,011104F031,,2019-10-03,20.1,25.4,14.5,86.7,15.3,1.8,8,4,,10.4,742,,,
277,011104F031,,2019-10-04,19,26.5,12.7,86.8,190.4,0.7,3.8,0,,14.1,614,,,
278,011104F031,,2019-10-05,16.1,19.4,10.7,84.8,356.6,1.5,6.9,0.5,,4,819,,,
279,011104F031,,2019-10-06,14.4,21.9,8.3,74,54.9,0.7,3.8,0,,16.3,0,,,
280,011104F031,,2019-10-07,13,14,11.4,96.9,31.5,0.5,2.7,18,,2.3,1300,,,
281,011104F031,,2019-10-08,12.4,18.6,3.7,76.1,214,1.1,6,0,,16.5,740,,,
282,011104F031,,2019-10-09,9,19,0.6,77.1,184.7,0.5,4.7,0,,17.6,531,,,
283,011104F031,,2019-10-10,10.9,18.3,4.8,85.7,216.7,0.2,3.3,0,,7.5,637,,,
284,011104F031,,2019-10-11,15.4,24.5,8,75.8,7.7,1,7.1,0,,16.8,352,,,
285,011104F031,,2019-10-12,15.2,21.2,10.6,64.2,26.1,1.5,8.5,0,,17.6,0,,,
286,011104F031,,2019-10-13,13,21.8,6,77.8,270.3,0.2,3.2,0,,16.4,446,,,
287,011104F031,,2019-10-14,10.9,18.4,5.2,80.2,222.4,0.6,5.3,0,,15.3,647,,,
288,011104F031,,2019-10-15,11.2,19.1,4.8,77.4,1.9,0.3,4,0,,14.5,696,,,
289,011104F031,,2019-10-16,9.7,19.5,2.1,80.3,215,0.3,5.2,0,,14.7,630,,,
290,011104F031,,2019-10-17,12,21.6,6.2,77.7,142.9,0.3,3.4,0,,13.2,275,,,
291,011104F031,,2019-10-18,13.8,23.3,6.3,76.4,45.1,0.7,6.1,0,,15.4,538,,,
292,011104F031,,2019-10-19,13.7,21.8,6.3,76.8,197.5,0.5,4,0,,13.7,337,,,
293,011104F031,,2019-10-20,12.1,21.2,7.2,83.3,245.3,0.4,5.9,0,,13.4,739,,,
294,011104F031,,2019-10-21,12.5,23.5,4.4,81,10.7,0.4,3.7,0,,13.4,704,,,
295,011104F031,,2019-10-22,13.9,23.5,6.4,79,359.9,0.3,4.2,0,,13.7,631,,,
296,011104F031,,2019-10-23,13.5,20.6,7.9,80.1,31.7,0.2,2.6,0,,8.1,613,,,
297,011104F031,,2019-10-24,15.5,22.4,9.7,66.8,15.4,1.2,7,0,,9.2,0,,,
298,011104F031,,2019-10-25,15.5,21.4,9.8,65.6,211.7,1.2,5.2,0,,13,0,,,
299,011104F031,,2019-10-26,8.4,13.6,2,71.8,198,0.6,4.9,0,,11.4,79,,,
300,011104F031,,2019-10-27,6.1,15.4,-1.3,80.9,181.4,0.4,5.2,0,,9.3,644,,,
301,011104F031,,2019-10-28,9.8,16.1,2.1,77.2,177.6,1.1,7.2,2,,10.1,827,,,
302,011104F031,,2019-10-29,10,16.8,2,74.8,208.5,0.7,6.7,0,,13.3,727,,,
303,011104F031,,2019-10-30,6.4,16,-2.2,77.2,207.4,0.6,5.7,0,,14.4,477,,,
304,011104F031,,2019-10-31,12.3,18.8,3.9,81.4,180.5,1.2,7.5,0,,8.6,585,,,
305,011104F031,,2019-11-01,11.6,19.7,4.9,81.3,188.8,0.2,3.5,0,,11.4,739,,,
306,011104F031,,2019-11-02,9.4,18.4,1.6,81.6,184.1,0.3,3.9,0,,8.1,646,,,
307,011104F031,,2019-11-03,10.4,18.7,2.4,78.3,19.6,0.9,7,0,,11.8,435,,,
308,011104F031,,2019-11-04,8.7,18.9,1.5,76.1,120.1,0.4,3.5,0,,13.5,636,,,
309,011104F031,,2019-11-05,7.4,17.1,0.1,81,188.7,0.6,4.9,0,,11.5,714,,,
310,011104F031,,2019-11-06,6.7,16.3,-0.8,78.8,194.8,0.5,4.9,0,,10.1,651,,,
311,011104F031,,2019-11-07,5,13.3,-2.3,68.1,192.9,0.6,5,0,,12.6,557,,,
312,011104F031,,2019-11-08,1.8,12.7,-5.6,62.8,202.8,0.4,3.7,0,,13.3,103,,,
313,011104F031,,2019-11-09,3.8,16,-4.6,63.9,162.2,0.4,3.7,0,,12.7,33,,,
314,011104F031,,2019-11-10,5.7,15.5,-1.8,73.6,182.8,0.5,5.3,3,,5.3,783,,,
315,011104F031,,2019-11-11,9,15.2,2.9,82.3,212.2,0.7,6.2,1.5,,7.6,795,,,
316,011104F031,,2019-11-12,4.5,14.6,-0.5,84.9,173.2,0.3,3.4,0,,7.4,770,,,
