no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
265,063641F007,,2016-09-22,5.9,5.9,5.8,,,0,0,0,,,,,,
276,063641F007,,2016-10-03,21.4,26.3,25.6,30.5,,,,0,,0,,,,
277,063641F007,,2016-10-04,23.1,26.8,23.5,91.8,93.8,0.6,6.7,0,,1.4,,,,
278,063641F007,,2016-10-05,24.4,28.6,21.1,91.9,269.7,1.7,11.9,0,,12.7,,,,
279,063641F007,,2016-10-06,22.4,27.7,19.4,78.6,283.3,0.5,6.1,0.5,,9.1,,,,
280,063641F007,,2016-10-07,24,26.7,22.1,94.3,86.1,0.3,4.9,2,,4.9,,,,
281,063641F007,,2016-10-08,22.5,26.9,17.1,96.1,273.9,0.7,6.9,31.8,,2,,,,
282,063641F007,,2016-10-09,17.6,21.5,12.8,35,292.3,0.6,9.9,0,,16.1,,,,
283,063641F007,,2016-10-10,19.5,24.1,13.3,42.8,328.3,0.2,4.6,0,,12.6,,,,
284,063641F007,,2016-10-11,19.2,23.2,15.1,54.7,,0.1,3.1,0,,5.4,,,,
285,063641F007,,2016-10-12,19.4,25.4,15.8,55.9,310.3,0.2,5.1,0,,9.6,,,,
286,063641F007,,2016-10-13,19.9,24,16.5,74.9,,0,2.6,0,,4.7,,,,
287,063641F007,,2016-10-14,21.8,26.3,18.8,67.2,86.1,0.2,4.7,0,,13.2,,,,
288,063641F007,,2016-10-15,22,25.8,19.6,52.3,90.9,0.3,4.5,0,,8.7,,,,
289,063641F007,,2016-10-16,21.8,24.4,17.9,99.1,232.3,0.1,2.6,22.5,,1.6,,,,
290,063641F007,,2016-10-17,21.7,26.6,19.9,94.2,279.8,0.4,4.8,0,,3.9,,,,
298,063641F007,,2016-10-25,20.3,23.9,16.9,91.9,272.8,0.7,7.1,1.5,,4.3,,,,
299,063641F007,,2016-10-26,17.8,24.8,15.1,88.5,279.9,0.3,4.4,10.3,,6.7,,,,
300,063641F007,,2016-10-27,20.3,24.3,14.8,75.7,86.4,0.4,5.6,0,,5.6,,,,
301,063641F007,,2016-10-28,20.2,25,16.8,91.8,279.2,0.5,11.5,22.5,,2.4,,,,
302,063641F007,,2016-10-29,15.3,18.4,12.2,26.5,281.9,0.9,8.1,0,,8.9,,,,
303,063641F007,,2016-10-30,13.6,20.1,8.9,34.2,286.7,0.4,8.1,0,,12.6,,,,
304,063641F007,,2016-10-31,15,18.7,10.1,66,282,0.4,6.5,0,,4,,,,
305,063641F007,,2016-11-01,11.6,14.5,8,14,286.3,0.9,9.6,0,,15.6,,,,
306,063641F007,,2016-11-02,11,15.7,7.8,15.5,283.5,0.7,6.7,0,,14.7,,,,
307,063641F007,,2016-11-03,11.8,19.7,6.2,64.7,273.6,0.3,6.2,0,,9.8,,,,
308,063641F007,,2016-11-04,13.5,22,7.2,66.3,206.7,0.1,4,0,,10.4,,,,
309,063641F007,,2016-11-05,16.4,25,9.4,70.4,224.4,0.2,3.9,0,,10.7,,,,
310,063641F007,,2016-11-06,17.6,26,10.8,76.9,88.1,0.3,6.6,0,,8.3,,,,
311,063641F007,,2016-11-07,19.2,23.7,14.1,34.6,86.3,0.3,5.9,0,,11,,,,
312,063641F007,,2016-11-08,12.7,16.6,9.5,63.1,283.6,0.9,9.2,2.3,,3.2,,,,
313,063641F007,,2016-11-09,10.9,15.4,7.5,34.5,290.9,0.5,7.8,0,,14.1,,,,
314,063641F007,,2016-11-10,13.5,16.5,10.4,92.6,268.9,0.5,9.5,26.8,,2.5,,,,
315,063641F007,,2016-11-11,13.1,20.2,7.4,62.6,273.3,0.3,5.5,0,,11.2,,,,
316,063641F007,,2016-11-12,14.8,22.9,6.1,71.3,192.7,0.1,3.8,0,,8.8,,,,
317,063641F007,,2016-11-13,18.1,24.5,13.2,93.8,86.6,0.1,2.6,29.5,,4.7,,,,
318,063641F007,,2016-11-14,20,24.5,17.5,100,53.9,0.3,6.4,9.5,,2.5,,,,
319,063641F007,,2016-11-15,14.4,17.9,9.8,44.7,280.6,1.1,10.5,0,,11.9,,,,
320,063641F007,,2016-11-16,13,21.1,8,55.9,288.4,0.2,3.9,0,,10.6,,,,
321,063641F007,,2016-11-17,15.5,22.1,7.4,66.6,82.1,0.1,3.6,0,,6.4,,,,
322,063641F007,,2016-11-18,20.2,23,16.9,85.2,218,0.3,7.8,17.5,,3.4,,,,
323,063641F007,,2016-11-19,19.3,23.7,17.8,98.1,276.3,0.5,6.8,3,,5.5,,,,
324,063641F007,,2016-11-20,17.4,19.9,14.7,96,286.5,0.3,4.1,0,,4.7,,,,
325,063641F007,,2016-11-21,18.8,20.2,16.1,99.2,,0.2,3.7,8,,1.7,,,,
326,063641F007,,2016-11-22,12.4,16.7,8.1,63.8,285.2,1,9.3,0,,6.1,,,,
327,063641F007,,2016-11-23,8.7,12.3,7.4,14.8,285.1,1.2,9.6,0,,9.1,,,,
328,063641F007,,2016-11-24,8.1,11.3,6.3,5.1,287.3,1,10.9,0,,11.9,,,,
329,063641F007,,2016-11-25,8.6,14.3,4.7,18.3,290.5,0.5,5.4,0,,7.5,,,,
330,063641F007,,2016-11-26,9.8,14.7,3.2,92.5,305.8,0.1,3.9,25.8,,1.3,,,,
331,063641F007,,2016-11-27,11.4,13.5,9.8,50.9,289.6,0.6,7.5,1,,5.1,,,,
332,063641F007,,2016-11-28,10.2,13.7,7.3,17.7,284.1,0.8,9.5,0,,10.4,,,,
333,063641F007,,2016-11-29,9.2,15.7,3.9,47,288.8,0.4,5,0,,11.2,,,,
334,063641F007,,2016-11-30,13.6,20.4,9.3,81.7,272.6,0.3,5.1,0,,1.9,,,,
335,063641F007,,2016-12-01,12.2,16.1,8,33.1,281.7,0.7,7.6,0,,8.9,,,,
336,063641F007,,2016-12-02,9.3,14.2,6.4,20.3,283.7,0.7,6.7,0,,12.1,,,,
337,063641F007,,2016-12-03,10.8,19,6.6,47.9,290.8,0.2,4.2,0,,8.8,,,,
338,063641F007,,2016-12-04,11.4,15.9,6.2,79.9,266.9,0.2,4,0,,2.5,,,,
339,063641F007,,2016-12-05,12.5,20.1,5.8,67.1,273.5,0.4,5.4,0,,7.4,,,,
340,063641F007,,2016-12-06,8.5,11.9,4.1,19.9,285.3,0.9,9.9,0,,11.9,,,,
341,063641F007,,2016-12-07,9.5,16.3,4.2,37,280.2,0.4,5.4,0,,8.1,,,,
342,063641F007,,2016-12-08,9.5,18.6,3.2,69.1,216.5,0.1,3.7,0,,8.9,,,,
343,063641F007,,2016-12-09,10.6,14,5.9,32.4,282.4,0.9,9.9,0,,11.4,,,,
344,063641F007,,2016-12-10,8.5,14.1,4.6,33,284.6,0.7,8.2,0,,11.3,,,,
345,063641F007,,2016-12-11,8.8,16.2,1.8,27.1,106,0.2,3.7,0,,10.2,,,,
346,063641F007,,2016-12-12,13.2,18.9,8.5,64,,0,1.1,0,,3.6,,,,
347,063641F007,,2016-12-13,13.8,17.3,9.6,80.1,284.4,0.5,7.3,0.3,,3.8,,,,
348,063641F007,,2016-12-14,7.6,10.1,5.3,8.3,285,1.5,13.3,0,,11.4,,,,
349,063641F007,,2016-12-15,5.8,7.9,4.2,12.6,283.4,1.1,9.8,1,,4.2,,,,
350,063641F007,,2016-12-16,5.6,9.5,2.5,10.4,287.7,1,9.3,0,,11.8,,,,
351,063641F007,,2016-12-17,7.4,15,2.6,42.3,272.2,0.3,5.5,0,,8.1,,,,
352,063641F007,,2016-12-18,11.1,20.3,1.6,69.4,238.9,0.1,2.2,3.8,,8.2,,,,
353,063641F007,,2016-12-19,15.4,17.7,12.7,100,221.9,0,3.4,54,,1.6,,,,
354,063641F007,,2016-12-20,13.9,17.6,9.9,98.2,292.9,0.2,4.4,0,,6.1,,,,
355,063641F007,,2016-12-21,19.7,21.2,17.5,100,174,0.4,7.2,31.3,,1.6,,,,
356,063641F007,,2016-12-22,13,20.7,9.3,74.6,268.9,1.3,9.9,4,,3.5,,,,
357,063641F007,,2016-12-23,7.9,10.2,6.1,24.1,275.7,1.1,8.7,0.5,,4,,,,
358,063641F007,,2016-12-24,7.4,11.3,5.2,26.3,289.2,0.5,5.8,0,,9,,,,
359,063641F007,,2016-12-25,10.2,16.6,4.1,82.8,180.8,0.1,3.4,13.5,,5.5,,,,
360,063641F007,,2016-12-26,13.5,17.7,8.8,100,273.1,0.4,8.5,22,,0.8,,,,
361,063641F007,,2016-12-27,6.5,8.8,3.4,36.7,284.5,1.1,10.8,1.3,,3.7,,,,
362,063641F007,,2016-12-28,5.8,11.8,2.9,18.7,286.6,0.6,7.8,0,,10,,,,
363,063641F007,,2016-12-29,5.6,9.7,3.1,22.9,285.6,0.9,8.6,0.5,,4.5,,,,
364,063641F007,,2016-12-30,5.3,11.3,2.1,40,290,0.5,5.9,0,,10.7,,,,
365,063641F007,,2016-12-31,7.1,13.3,2.8,38.1,285.8,0.3,4.2,0,,9.2,,,,
1,063641F007,,2017-01-01,10,16.4,4.8,60,235.6,0.1,3.1,0,,7.1,,,,
2,063641F007,,2017-01-02,10.9,16.4,6.9,94.6,281.7,0.1,3,0.5,,4.2,,,,
3,063641F007,,2017-01-03,9.7,14.7,4.9,63.8,288.5,0.5,6.2,0,,10.1,,,,
4,063641F007,,2017-01-04,10.1,15.6,6.5,57.9,293.4,0.4,4.8,0,,8.9,,,,
5,063641F007,,2017-01-05,11.8,16.2,6.9,77.4,87.9,0.3,6.2,8.5,,2.9,,,,
6,063641F007,,2017-01-06,13.2,17.1,12.1,32.6,90.4,0.4,6.5,0.5,,6.5,,,,
7,063641F007,,2017-01-07,13.6,16.1,12.3,62.2,86.6,0.2,3.4,13.8,,3.1,,,,
8,063641F007,,2017-01-08,12.2,16.4,9.9,84.8,295.4,0.4,5.7,13,,4.3,,,,
9,063641F007,,2017-01-09,8.6,11.4,6,38,281.2,1,10.1,0.3,,4.6,,,,
10,063641F007,,2017-01-10,7.1,10.9,5.5,11.7,281.7,1,9,0,,11.7,,,,
11,063641F007,,2017-01-11,5,8.2,3.5,7.5,283.8,0.8,7.1,0,,9.8,,,,
12,063641F007,,2017-01-12,6.8,12.7,1.5,46.8,260.9,0.4,6.2,0,,8.4,,,,
13,063641F007,,2017-01-13,6.5,11.6,2.8,30,275,0.8,9,0,,6.9,,,,
14,063641F007,,2017-01-14,3.6,6.3,1.1,3.3,287.3,1.1,11.3,0,,5.4,,,,
15,063641F007,,2017-01-15,3.1,7.6,0.2,12.2,286.1,0.8,9.5,0,,12.3,,,,
