no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
163,579824E001,부안군 계화면,2013-06-12,20.2,22.9,18.8,85.6,,0,0.5,3.1,,5.8,0,21.7,21.9,
164,579824E001,부안군 계화면,2013-06-13,20.7,23,18.9,85.7,297.9,0,16.2,0,,15.9,0,21.7,,
165,579824E001,부안군 계화면,2013-06-14,21.5,24.1,19.5,82,,0,0,0,,11.9,0,21.7,,
166,579824E001,부안군 계화면,2013-06-15,22.5,27.4,18.9,83.4,302.8,0.1,9.7,0.5,,27.9,0,21.8,,
167,579824E001,부안군 계화면,2013-06-16,22.1,25.6,18.9,80.9,302.3,0.1,13,0,,30,0,21.8,,
168,579824E001,부안군 계화면,2013-06-17,23.4,27.7,19.5,82.5,,0,2.9,0.1,,21.5,0,21.9,,
169,579824E001,부안군 계화면,2013-06-18,24.1,26.1,22.5,92.5,,0,3,0.4,,3.1,0,21.9,,
170,579824E001,부안군 계화면,2013-06-19,23.3,26.4,20.7,85.9,295.2,0.2,16.4,14.5,,28.9,0,21.9,,
171,579824E001,부안군 계화면,2013-06-20,23.9,29,20.4,81.5,,0,8,8.7,,27.2,0,22,,
172,579824E001,부안군 계화면,2013-06-21,23.4,27,21.2,79.8,297.6,0,8.9,0.5,,17.7,0,21.9,,
173,579824E001,부안군 계화면,2013-06-22,23.3,26.8,20.9,86.1,252,0,8.3,2.5,,23.4,0,21.9,,
174,579824E001,,2013-06-23,21.3,22.9,19.8,88,,0,0.2,0.8,,6,0,21.7,,
175,579824E001,부안군 계화면,2013-06-24,22.2,26.1,19.8,82.8,302.4,0.1,14.7,0,,26.1,0,21.8,,
176,579824E001,부안군 계화면,2013-06-25,21.9,26,19.7,86.7,,0,1.3,0.1,,11,0,21.7,,
177,579824E001,부안군 계화면,2013-06-26,22.6,28.3,20.3,83.9,295.5,0.2,18.2,0,,28.2,0,21.9,,
178,579824E001,부안군 계화면,2013-06-27,23,27.9,19.8,84.6,273.1,0,7.3,0,,19.5,0,21.9,,
179,579824E001,부안군 계화면,2013-06-28,23.9,29.6,21.2,80.7,298.5,0.2,17.1,0,,27.4,0,22,,
180,579824E001,부안군 계화면,2013-06-29,24.4,30.3,20,80.4,297.1,0.1,14,0,,29.8,0,22,,
181,579824E001,부안군 계화면,2013-06-30,25.2,30.2,21.6,79,301.1,0.6,17.9,0,,30,0,22.1,,
182,579824E001,부안군 계화면,2013-07-01,25.4,30.7,21.6,80.9,261.2,0,13,0,,26.3,0,22.1,,
183,579824E001,부안군 계화면,2013-07-02,27.7,32.3,23.5,78.1,205.5,1.8,21.7,0,,15.1,0,22.1,,
184,579824E001,부안군 계화면,2013-07-03,24.9,28.2,22.5,92.3,251.5,0.1,8.2,7.7,,8.9,0,21.9,,
185,579824E001,부안군 계화면,2013-07-04,25.5,28.3,22.3,90.7,229.8,0,12,1.4,,6.1,0,22,,
186,579824E001,부안군 계화면,2013-07-05,23.2,25,22.3,97,,0,5.2,3.5,,3.8,0,21.8,,
187,579824E001,부안군 계화면,2013-07-06,23.7,27.5,21.8,92.7,,0,3.1,0.2,,18.8,0,21.9,,
